id,image_name,sample_group,pixel_north_east_x,pixel_north_east_y,pixel_south_west_x,pixel_south_west_y
5332,1_20161010_0214,positive,20315,13627,20245,13702
5333,1_20161010_0214,positive,20021,13515,19951,13590
5334,1_20161010_0214,positive,19869,13600,19799,13675
5335,1_20161010_0214,positive,19619,13621,19549,13696
5336,1_20161010_0214,positive,18786,13335,18716,13410
5337,1_20161010_0214,positive,18824,13384,18754,13459
5338,1_20161010_0214,positive,17372,13367,17302,13442
5339,1_20161010_0214,positive,17354,13647,17284,13722
5340,1_20161010_0214,positive,17079,13609,17009,13684
5341,1_20161010_0214,positive,17437,13421,17367,13496
5342,1_20161010_0214,positive,17048,13159,16978,13234
5343,1_20161010_0214,positive,17120,13459,17050,13534
5344,1_20161010_0214,positive,16521,13862,16451,13937
5345,1_20161010_0214,positive,16978,13952,16908,14027
5346,1_20161010_0214,positive,16533,13609,16463,13684
5347,1_20161010_0214,positive,16588,13606,16518,13681
5348,1_20161010_0214,positive,15903,13275,15833,13350
5349,1_20161010_0214,positive,15715,13175,15645,13250
5350,1_20161010_0214,positive,15398,12810,15328,12885
5351,1_20161010_0214,positive,15023,13071,14953,13146
5352,1_20161010_0214,positive,15582,12266,15512,12341
5353,1_20161010_0214,positive,16423,12366,16353,12441
5354,1_20161010_0214,positive,16749,12256,16679,12331
5355,1_20161010_0214,positive,15942,12368,15872,12443
5356,1_20161010_0214,positive,16271,12880,16201,12955
5357,1_20161010_0214,positive,16144,12965,16074,13040
5358,1_20161010_0214,positive,17283,11920,17213,11995
5359,1_20161010_0214,positive,17568,11301,17498,11376
5360,1_20161010_0214,positive,17271,11594,17201,11669
5361,1_20161010_0214,positive,17575,11120,17505,11195
5362,1_20161010_0214,positive,16410,11207,16340,11282
5363,1_20161010_0214,positive,16397,10736,16327,10811
5364,1_20161010_0214,positive,15962,10518,15892,10593
5365,1_20161010_0214,positive,16349,10384,16279,10459
5366,1_20161010_0214,positive,16279,10887,16209,10962
5367,1_20161010_0214,positive,16406,11144,16336,11219
5368,1_20161010_0214,positive,16309,11150,16239,11225
5369,1_20161010_0214,positive,16652,11228,16582,11303
5370,1_20161010_0214,positive,16696,10800,16626,10875
5371,1_20161010_0214,positive,17498,11121,17428,11196
5372,1_20161010_0214,positive,18091,11131,18021,11206
5373,1_20161010_0214,positive,18490,10591,18420,10666
5374,1_20161010_0214,positive,18007,9991,17937,10066
5375,1_20161010_0214,positive,17914,10185,17844,10260
5376,1_20161010_0214,positive,18498,10367,18428,10442
5377,1_20161010_0214,positive,17992,9074,17922,9149
5378,1_20161010_0214,positive,18119,9092,18049,9167
5379,1_20161010_0214,positive,18479,8891,18409,8966
5380,1_20161010_0214,positive,18711,8822,18641,8897
5381,1_20161010_0214,positive,18224,8355,18154,8430
5382,1_20161010_0214,positive,17709,8821,17639,8896
5383,1_20161010_0214,positive,19110,8614,19040,8689
5384,1_20161010_0214,positive,19171,8730,19101,8805
5385,1_20161010_0214,positive,18876,8655,18806,8730
5386,1_20161010_0214,positive,18940,8660,18870,8735
5387,1_20161010_0214,positive,19106,8505,19036,8580
5388,1_20161010_0214,positive,19461,8389,19391,8464
5389,1_20161010_0214,positive,19816,8402,19746,8477
5390,1_20161010_0214,positive,19671,8246,19601,8321
5391,1_20161010_0214,positive,19565,8253,19495,8328
5392,1_20161010_0214,positive,19987,8510,19917,8585
5393,1_20161010_0214,positive,20303,7996,20233,8071
5394,1_20161010_0214,positive,20299,8816,20229,8891
5395,1_20161010_0214,positive,19459,9557,19389,9632
5396,1_20161010_0214,positive,19323,9575,19253,9650
5397,1_20161010_0214,positive,19689,9683,19619,9758
5398,1_20161010_0214,positive,19619,9764,19549,9839
5399,1_20161010_0214,positive,19705,9401,19635,9476
5400,1_20161010_0214,positive,19224,10094,19154,10169
5401,1_20161010_0214,positive,19207,10383,19137,10458
5402,1_20161010_0214,positive,20143,10263,20073,10338
5403,1_20161010_0214,positive,20781,10662,20711,10737
5404,1_20161010_0214,positive,21094,10381,21024,10456
5405,1_20161010_0214,positive,21137,10220,21067,10295
5406,1_20161010_0214,positive,20159,10777,20089,10852
5407,1_20161010_0214,positive,20370,11021,20300,11096
5408,1_20161010_0214,positive,20486,11446,20416,11521
5409,1_20161010_0214,positive,20113,11565,20043,11640
5410,1_20161010_0214,positive,19491,11208,19421,11283
5411,1_20161010_0214,positive,19598,11106,19528,11181
5412,1_20161010_0214,positive,19511,11590,19441,11665
5413,1_20161010_0214,positive,20139,11190,20069,11265
5414,1_20161010_0214,positive,20802,11329,20732,11404
5415,1_20161010_0214,positive,20972,11197,20902,11272
5416,1_20161010_0214,positive,21151,11536,21081,11611
5417,1_20161010_0214,positive,21178,11725,21108,11800
5418,1_20161010_0214,positive,21293,11550,21223,11625
5419,1_20161010_0214,positive,21076,11621,21006,11696
5420,1_20161010_0214,positive,20518,12492,20448,12567
5421,1_20161010_0214,positive,19983,12886,19913,12961
5422,1_20161010_0214,positive,21514,13002,21444,13077
5423,1_20161010_0214,positive,21702,13018,21632,13093
5424,1_20161010_0214,positive,21738,12852,21668,12927
5425,1_20161010_0214,positive,21296,13207,21226,13282
5426,1_20161010_0214,positive,21483,13450,21413,13525
5427,1_20161010_0214,positive,21759,13224,21689,13299
5428,1_20161010_0214,positive,21393,13157,21323,13232
5429,1_20161010_0214,positive,20795,13976,20725,14051
5430,1_20161010_0214,positive,20721,14145,20651,14220
5431,1_20161010_0214,positive,20795,14131,20725,14206
5432,1_20161010_0214,positive,20696,13974,20626,14049
5433,1_20161010_0214,positive,20472,14475,20402,14550
5434,1_20161010_0214,positive,20848,14576,20778,14651
5435,1_20161010_0214,positive,20855,14416,20785,14491
5436,1_20161010_0214,positive,21009,14555,20939,14630
5437,1_20161010_0214,positive,20876,14729,20806,14804
5438,1_20161010_0214,positive,21390,14705,21320,14780
5439,1_20161010_0214,positive,21324,14805,21254,14880
5440,1_20161010_0214,positive,21198,14542,21128,14617
5441,1_20161010_0214,positive,20975,14497,20905,14572
5442,1_20161010_0214,positive,20029,14558,19959,14633
5443,1_20161010_0214,positive,19960,14426,19890,14501
5444,1_20161010_0214,positive,19054,14765,18984,14840
5445,1_20161010_0214,positive,18853,14799,18783,14874
5446,1_20161010_0214,positive,17437,14705,17367,14780
5447,1_20161010_0214,positive,17651,14477,17581,14552
5448,1_20161010_0214,positive,17766,14562,17696,14637
5449,1_20161010_0214,positive,17583,14788,17513,14863
5450,1_20161010_0214,positive,16429,14958,16359,15033
5451,1_20161010_0214,positive,16781,15739,16711,15814
5452,1_20161010_0214,positive,17084,15558,17014,15633
5453,1_20161010_0214,positive,17520,16186,17450,16261
5454,1_20161010_0214,positive,17786,16345,17716,16420
5455,1_20161010_0214,positive,18330,16504,18260,16579
5456,1_20161010_0214,positive,17880,17069,17810,17144
5457,1_20161010_0214,positive,18351,17265,18281,17340
5458,1_20161010_0214,positive,16309,17630,16239,17705
5459,1_20161010_0214,positive,16229,18858,16159,18933
5460,1_20161010_0214,positive,16830,19079,16760,19154
5461,1_20161010_0214,positive,17363,18399,17293,18474
5462,1_20161010_0214,positive,17453,18366,17383,18441
5463,1_20161010_0214,positive,17591,18319,17521,18394
5464,1_20161010_0214,positive,18005,18275,17935,18350
5465,1_20161010_0214,positive,18036,17800,17966,17875
5466,1_20161010_0214,positive,18362,17869,18292,17944
5467,1_20161010_0214,positive,18517,18286,18447,18361
5468,1_20161010_0214,positive,18735,18968,18665,19043
5469,1_20161010_0214,positive,18424,19101,18354,19176
5470,1_20161010_0214,positive,18965,19296,18895,19371
5471,1_20161010_0214,positive,19254,19488,19184,19563
5472,1_20161010_0214,positive,18788,19823,18718,19898
5473,1_20161010_0214,positive,20764,19464,20694,19539
5474,1_20161010_0214,positive,20749,19637,20679,19712
5475,1_20161010_0214,positive,20425,19742,20355,19817
5476,1_20161010_0214,positive,20206,19789,20136,19864
5477,1_20161010_0214,positive,20415,19553,20345,19628
5478,1_20161010_0214,positive,20466,19340,20396,19415
5479,1_20161010_0214,positive,21068,19578,20998,19653
5480,1_20161010_0214,positive,21360,19503,21290,19578
5481,1_20161010_0214,positive,21219,19139,21149,19214
5482,1_20161010_0214,positive,20942,19001,20872,19076
5483,1_20161010_0214,positive,20622,18888,20552,18963
5484,1_20161010_0214,positive,20402,18734,20332,18809
5485,1_20161010_0214,positive,20466,18648,20396,18723
5486,1_20161010_0214,positive,21452,19180,21382,19253
5487,1_20161010_0214,positive,21324,19177,21254,19250
5488,1_20161010_0214,positive,21613,19260,21543,19333
5489,1_20161010_0214,positive,22198,19107,22128,19180
5490,1_20161010_0214,positive,22325,19455,22255,19528
5491,1_20161010_0214,positive,22309,19769,22239,19842
5492,1_20161010_0214,positive,22312,20756,22242,20829
5493,1_20161010_0214,positive,21811,21363,21741,21436
5494,1_20161010_0214,positive,20787,22088,20717,22161
5495,1_20161010_0214,positive,20657,22312,20587,22385
5496,1_20161010_0214,positive,20485,22249,20415,22322
5497,1_20161010_0214,positive,20325,22251,20255,22324
5498,1_20161010_0214,positive,19570,22414,19500,22487
5499,1_20161010_0214,positive,19063,22463,18993,22536
5500,1_20161010_0214,positive,25902,14462,25832,14537
5501,1_20161010_0214,positive,25434,14612,25364,14687
5502,1_20161010_0214,positive,25396,14561,25326,14636
5503,1_20161010_0214,positive,25328,14625,25258,14700
5504,1_20161010_0214,positive,25255,14957,25185,15032
5505,1_20161010_0214,positive,25572,14173,25502,14248
5506,1_20161010_0214,positive,25397,14206,25327,14281
5507,1_20161010_0214,positive,25310,14264,25240,14339
5508,1_20161010_0214,positive,25282,14468,25212,14543
5509,1_20161010_0214,positive,25103,14273,25033,14348
5510,1_20161010_0214,positive,25676,14580,25606,14655
5511,1_20161010_0214,positive,26019,13982,25949,14057
5512,1_20161010_0214,positive,25814,15261,25744,15336
5513,1_20161010_0214,positive,26236,15191,26166,15266
5514,1_20161010_0214,positive,25075,15197,25005,15272
5515,1_20161010_0214,positive,24859,15391,24789,15466
5516,1_20161010_0214,positive,24721,15687,24651,15762
5517,1_20161010_0214,positive,24228,15562,24158,15637
5518,1_20161010_0214,positive,23948,15437,23878,15512
5519,1_20161010_0214,positive,24054,15233,23984,15308
5520,1_20161010_0214,positive,24422,15295,24352,15370
5521,1_20161010_0214,positive,24451,15104,24381,15179
5522,1_20161010_0214,positive,24360,15069,24290,15144
5523,1_20161010_0214,positive,24343,14890,24273,14965
5524,1_20161010_0214,positive,24111,15150,24041,15225
5525,1_20161010_0214,positive,24285,15099,24215,15174
5526,1_20161010_0214,positive,24706,14879,24636,14954
5527,1_20161010_0214,positive,25202,15197,25132,15272
5528,1_20161010_0214,positive,24606,15776,24536,15851
5529,1_20161010_0214,positive,24792,15882,24722,15957
5530,1_20161010_0214,positive,24618,15828,24548,15903
5531,1_20161010_0214,positive,24600,15869,24530,15944
5532,1_20161010_0214,positive,24466,15844,24396,15919
5533,1_20161010_0214,positive,23961,15988,23891,16063
5534,1_20161010_0214,positive,24082,16239,24012,16314
5535,1_20161010_0214,positive,24204,16330,24134,16405
5536,1_20161010_0214,positive,24381,16626,24311,16701
5537,1_20161010_0214,positive,24858,16703,24788,16778
5538,1_20161010_0214,positive,24618,16893,24548,16968
5539,1_20161010_0214,positive,24897,17142,24827,17217
5540,1_20161010_0214,positive,24946,17108,24876,17183
5541,1_20161010_0214,positive,24598,16790,24528,16865
5542,1_20161010_0214,positive,25655,17187,25585,17262
5543,1_20161010_0214,positive,24352,17666,24282,17741
5544,1_20161010_0214,positive,23908,17919,23838,17994
5545,1_20161010_0214,positive,23880,17832,23810,17907
5546,1_20161010_0214,positive,23700,17907,23630,17982
5547,1_20161010_0214,positive,24172,18061,24102,18136
5548,1_20161010_0214,positive,24135,18408,24065,18483
5549,1_20161010_0214,positive,23289,18609,23219,18684
5550,1_20161010_0214,positive,22797,17662,22727,17737
5551,1_20161010_0214,positive,23373,17840,23303,17915
5552,1_20161010_0214,positive,22743,17929,22673,18004
5553,1_20161010_0214,positive,21719,18291,21649,18366
5554,1_20161010_0214,positive,21486,18425,21416,18500
5555,1_20161010_0214,positive,21725,18761,21655,18836
5556,1_20161010_0214,positive,22042,19086,21972,19161
5557,1_20161010_0214,positive,21922,19171,21852,19246
5558,1_20161010_0214,positive,22319,19099,22249,19174
5559,1_20161010_0214,positive,22498,19171,22428,19246
5560,1_20161010_0214,positive,22392,19443,22322,19518
5561,1_20161010_0214,positive,22177,19840,22107,19915
5562,1_20161010_0214,positive,20979,20078,20909,20153
5563,1_20161010_0214,positive,20344,18972,20274,19047
5564,1_20161010_0214,positive,21002,19114,20932,19189
5565,1_20161010_0214,positive,19899,17397,19829,17472
5566,1_20161010_0214,positive,21405,17130,21335,17205
5567,1_20161010_0214,positive,21589,16998,21519,17073
5568,1_20161010_0214,positive,21672,17073,21602,17148
5569,1_20161010_0214,positive,21772,17196,21702,17271
5570,1_20161010_0214,positive,21386,16946,21316,17021
5571,1_20161010_0214,positive,21227,16887,21157,16962
5572,1_20161010_0214,positive,20266,17074,20196,17149
5573,1_20161010_0214,positive,20312,17231,20242,17306
5574,1_20161010_0214,positive,20797,17536,20727,17611
5575,1_20161010_0214,positive,20843,16460,20773,16535
5576,1_20161010_0214,positive,20675,16372,20605,16447
5577,1_20161010_0214,positive,20614,16301,20544,16376
5578,1_20161010_0214,positive,20491,16315,20421,16390
5579,1_20161010_0214,positive,21038,16678,20968,16753
5580,1_20161010_0214,positive,22145,16360,22075,16435
5581,1_20161010_0214,positive,22775,15975,22705,16050
5582,1_20161010_0214,positive,22876,15363,22806,15438
5583,1_20161010_0214,positive,22881,15294,22811,15369
5584,1_20161010_0214,positive,23357,14955,23287,15030
5585,1_20161010_0214,positive,23332,15021,23262,15096
5586,1_20161010_0214,positive,23123,15016,23053,15091
5587,1_20161010_0214,positive,23855,15032,23785,15107
5588,1_20161010_0214,positive,22902,15135,22832,15210
5589,1_20161010_0214,positive,22974,14832,22904,14907
5590,1_20161010_0214,positive,22679,14898,22609,14973
5591,1_20161010_0214,positive,22554,15291,22484,15366
5592,1_20161010_0214,positive,23334,15220,23264,15295
5593,1_20161010_0214,positive,22941,15211,22871,15286
5594,1_20161010_0214,positive,22540,15087,22470,15162
5595,1_20161010_0214,positive,22445,15379,22375,15454
5596,1_20161010_0214,positive,22324,15579,22254,15654
5597,1_20161010_0214,positive,23035,15714,22965,15789
5598,1_20161010_0214,positive,22629,15872,22559,15947
5599,1_20161010_0214,positive,22662,15712,22592,15787
5600,1_20161010_0214,positive,22642,16008,22572,16083
5601,1_20161010_0214,positive,22171,16014,22101,16089
5602,1_20161010_0214,positive,22345,15662,22275,15737
5603,1_20161010_0214,positive,22354,15536,22284,15611
5604,1_20161010_0214,positive,22410,15605,22340,15680
5605,1_20161010_0214,positive,23125,16104,23055,16179
5606,1_20161010_0214,positive,23930,16790,23860,16865
5607,1_20161010_0214,positive,23520,17087,23450,17162
5608,1_20161010_0214,positive,23474,17153,23404,17228
5609,1_20161010_0214,positive,23091,17278,23021,17353
5610,1_20161010_0214,positive,22999,17036,22929,17111
5611,1_20161010_0214,positive,23072,17068,23002,17143
5612,1_20161010_0214,positive,22956,16962,22886,17037
5613,1_20161010_0214,positive,22839,17608,22769,17683
5614,1_20161010_0214,positive,22406,17677,22336,17752
5615,1_20161010_0214,positive,23369,17705,23299,17780
5616,1_20161010_0214,positive,23117,17564,23047,17639
5617,1_20161010_0214,positive,23290,17444,23220,17519
5618,1_20161010_0214,positive,23078,17343,23008,17418
5619,1_20161010_0214,positive,23483,17550,23413,17625
5620,1_20161010_0214,positive,24058,17386,23988,17461
5621,1_20161010_0214,positive,24123,17377,24053,17452
5622,1_20161010_0214,positive,25618,17082,25548,17157
5623,1_20161010_0214,positive,25091,16976,25021,17051
5624,1_20161010_0214,positive,25347,16797,25277,16872
5625,1_20161010_0214,positive,24922,16913,24852,16988
5626,1_20161010_0214,positive,26159,17109,26089,17184
5627,1_20161010_0214,positive,26208,17331,26138,17406
5628,1_20161010_0214,positive,27038,17371,26968,17446
5629,1_20161010_0214,positive,26968,17212,26898,17287
5630,1_20161010_0214,positive,27009,16943,26939,17018
5631,1_20161010_0214,positive,27437,17118,27367,17193
5632,1_20161010_0214,positive,27542,17441,27472,17516
5633,1_20161010_0214,positive,27253,17851,27183,17926
5634,1_20161010_0214,positive,27633,17393,27563,17468
5635,1_20161010_0214,positive,27542,18081,27472,18156
5636,1_20161010_0214,positive,27923,18302,27853,18377
5637,1_20161010_0214,positive,28677,17780,28607,17855
5638,1_20161010_0214,positive,28678,17688,28608,17763
5639,1_20161010_0214,positive,28977,18009,28907,18084
5640,1_20161010_0214,positive,28173,17928,28103,18003
5641,1_20161010_0214,positive,29361,16892,29291,16967
5642,1_20161010_0214,positive,28002,16828,27932,16903
5643,1_20161010_0214,positive,29169,16745,29099,16820
5644,1_20161010_0214,positive,28341,16922,28271,16997
5645,1_20161010_0214,positive,27841,16469,27771,16544
5646,1_20161010_0214,positive,28789,16417,28719,16492
5647,1_20161010_0214,positive,28083,16083,28013,16158
5648,1_20161010_0214,positive,28915,16246,28845,16321
5649,1_20161010_0214,positive,28245,16219,28175,16294
5650,1_20161010_0214,positive,27656,16069,27586,16144
5651,1_20161010_0214,positive,27879,15535,27809,15610
5652,1_20161010_0214,positive,27861,15673,27791,15748
5653,1_20161010_0214,positive,28438,15388,28368,15463
5654,1_20161010_0214,positive,27715,15365,27645,15440
5655,1_20161010_0214,positive,27886,15100,27816,15175
5656,1_20161010_0214,positive,28383,14962,28313,15037
5657,1_20161010_0214,positive,26765,14873,26695,14948
5658,1_20161010_0214,positive,26153,14666,26083,14741
5659,1_20161010_0214,positive,26140,14731,26070,14806
5660,1_20161010_0214,positive,26532,14377,26462,14452
5661,1_20161010_0214,positive,26622,14405,26552,14480
5662,1_20161010_0214,positive,26701,14371,26631,14446
5663,1_20161010_0214,positive,27146,14676,27076,14751
5664,1_20161010_0214,positive,26728,14890,26658,14965
5665,1_20161010_0214,positive,26310,14928,26240,15003
5666,1_20161010_0214,positive,26286,14658,26216,14733
5667,1_20161010_0214,positive,26079,13625,26009,13700
5668,1_20161010_0214,positive,28005,12506,27935,12581
5669,1_20161010_0214,positive,28114,11963,28044,12038
5670,1_20161010_0214,positive,27351,12526,27281,12601
5671,1_20161010_0214,positive,26992,12419,26922,12494
5672,1_20161010_0214,positive,27150,12370,27080,12445
5673,1_20161010_0214,positive,27650,12328,27580,12403
5674,1_20161010_0214,positive,27948,11395,27878,11470
5675,1_20161010_0214,positive,28137,11410,28067,11485
5676,1_20161010_0214,positive,26722,12052,26652,12127
5677,1_20161010_0214,positive,26631,12274,26561,12349
5678,1_20161010_0214,positive,26499,12197,26429,12272
5679,1_20161010_0214,positive,26019,12154,25949,12229
5680,1_20161010_0214,positive,26171,11766,26101,11841
5681,1_20161010_0214,positive,25763,12213,25693,12288
5682,1_20161010_0214,positive,25902,11804,25832,11879
5683,1_20161010_0214,positive,26035,11555,25965,11630
5684,1_20161010_0214,positive,26011,11267,25941,11342
5685,1_20161010_0214,positive,26679,11576,26609,11651
5686,1_20161010_0214,positive,26076,11073,26006,11148
5687,1_20161010_0214,positive,27111,11039,27041,11114
5688,1_20161010_0214,positive,27947,10073,27877,10148
5689,1_20161010_0214,positive,26803,9954,26733,10029
5690,1_20161010_0214,positive,27750,8292,27680,8367
5691,1_20161010_0214,positive,27629,7754,27559,7829
5692,1_20161010_0214,positive,27002,7944,26932,8019
5693,1_20161010_0214,positive,25213,6498,25143,6575
5694,1_20161010_0214,positive,24956,7096,24886,7173
5695,1_20161010_0214,positive,24897,7164,24827,7241
5696,1_20161010_0214,positive,25802,6969,25732,7046
5697,1_20161010_0214,positive,24623,6305,24553,6382
5698,1_20161010_0214,positive,23996,6681,23926,6758
5699,1_20161010_0214,positive,23907,6809,23837,6886
5700,1_20161010_0214,positive,23871,6850,23801,6927
5701,1_20161010_0214,positive,24138,7192,24068,7269
5702,1_20161010_0214,positive,24562,7488,24492,7565
5703,1_20161010_0214,positive,23878,7472,23808,7549
5704,1_20161010_0214,positive,23142,7800,23072,7877
5705,1_20161010_0214,positive,23164,7840,23094,7917
5706,1_20161010_0214,positive,22950,7535,22880,7612
5707,1_20161010_0214,positive,23007,7422,22937,7499
5708,1_20161010_0214,positive,22554,7205,22484,7282
5709,1_20161010_0214,positive,22342,6895,22272,6972
5710,1_20161010_0214,positive,22228,6907,22158,6984
5711,1_20161010_0214,positive,22157,6986,22087,7063
5712,1_20161010_0214,positive,21993,7568,21923,7645
5713,1_20161010_0214,positive,21707,7104,21637,7181
5714,1_20161010_0214,positive,21616,7274,21546,7351
5715,1_20161010_0214,positive,21309,7736,21239,7813
5716,1_20161010_0214,positive,21157,8024,21087,8101
5717,1_20161010_0214,positive,20820,7835,20750,7912
5718,1_20161010_0214,positive,22147,8158,22077,8235
5719,1_20161010_0214,positive,22330,8026,22260,8103
5720,1_20161010_0214,positive,22166,8390,22096,8467
5721,1_20161010_0214,positive,22480,8525,22410,8602
5722,1_20161010_0214,positive,22675,8315,22605,8392
5723,1_20161010_0214,positive,22962,8269,22892,8346
5724,1_20161010_0214,positive,22913,8266,22843,8343
5725,1_20161010_0214,positive,23250,8538,23180,8615
5726,1_20161010_0214,positive,23389,8365,23319,8442
5727,1_20161010_0214,positive,23585,8339,23515,8416
5728,1_20161010_0214,positive,21721,5668,21651,5747
5729,1_20161010_0214,positive,21425,5585,21355,5664
5730,1_20161010_0214,positive,22593,5946,22523,6025
5731,1_20161010_0214,positive,22447,6317,22377,6396
5732,1_20161010_0214,positive,22715,5678,22645,5757
5733,1_20161010_0214,positive,22776,5942,22706,6021
5734,1_20161010_0214,positive,22629,6340,22559,6419
5735,1_20161010_0214,positive,22599,6390,22529,6469
5736,1_20161010_0214,positive,23084,6668,23014,6747
5737,1_20161010_0214,positive,22574,6297,22504,6376
5738,1_20161010_0214,positive,22663,7030,22593,7109
5739,1_20161010_0214,positive,22254,8430,22184,8509
5740,1_20161010_0214,positive,22414,8799,22344,8878
5741,1_20161010_0214,positive,22523,8773,22453,8852
5742,1_20161010_0214,positive,22313,8774,22243,8853
5743,1_20161010_0214,positive,22510,6001,22440,6080
5744,1_20161010_0214,positive,23173,5646,23103,5725
5745,1_20161010_0214,positive,23642,6130,23572,6209
5746,1_20161010_0214,positive,23894,5644,23824,5723
5747,1_20161010_0214,positive,24196,6033,24126,6112
5748,1_20161010_0214,positive,24312,6465,24242,6544
5749,1_20161010_0214,positive,24137,6412,24067,6491
5750,1_20161010_0214,positive,24178,6433,24108,6512
5751,1_20161010_0214,positive,24265,6399,24195,6478
5752,1_20161010_0214,positive,24350,4549,24280,4628
5753,1_20161010_0214,positive,23673,5038,23603,5117
5754,1_20161010_0214,positive,23346,4819,23276,4898
5755,1_20161010_0214,positive,23199,5576,23129,5655
5756,1_20161010_0214,positive,22557,6180,22487,6259
5757,1_20161010_0214,positive,23188,6640,23118,6719
5758,1_20161010_0214,positive,22060,8168,21990,8247
5759,1_20161010_0214,positive,20526,8741,20456,8820
5760,1_20161010_0214,positive,20325,8863,20255,8942
5761,1_20161010_0214,positive,20247,8838,20177,8917
5762,1_20161010_0214,positive,19461,7876,19391,7955
5763,1_20161010_0214,positive,19652,7962,19582,8041
5764,1_20161010_0214,positive,20745,7461,20675,7540
5765,1_20161010_0214,positive,20813,6900,20743,6979
5766,1_20161010_0214,positive,21259,6784,21189,6863
5767,1_20161010_0214,positive,21254,6591,21184,6670
5768,1_20161010_0214,positive,21258,6490,21188,6569
5769,1_20161010_0214,positive,21360,6072,21290,6151
5770,1_20161010_0214,positive,21499,5646,21429,5725
5771,1_20161010_0214,positive,21532,5462,21462,5541
5772,1_20161010_0214,positive,20557,5583,20487,5662
5773,1_20161010_0214,positive,20329,5804,20259,5883
5774,1_20161010_0214,positive,21221,5536,21151,5615
5775,1_20161010_0214,positive,21556,4591,21486,4670
5776,1_20161010_0214,positive,21625,4429,21555,4508
5777,1_20161010_0214,positive,21851,4601,21781,4680
5778,1_20161010_0214,positive,21911,4766,21841,4845
5779,1_20161010_0214,positive,22207,3845,22137,3924
5780,1_20161010_0214,positive,21706,3919,21636,3998
5781,1_20161010_0214,positive,22392,4119,22322,4198
5782,1_20161010_0214,positive,22677,3391,22607,3470
5783,1_20161010_0214,positive,22384,3698,22314,3777
5784,1_20161010_0214,positive,21693,3277,21623,3356
5785,1_20161010_0214,positive,21350,3223,21280,3302
5786,1_20161010_0214,positive,21116,3062,21046,3141
5787,1_20161010_0214,positive,19913,4791,19843,4870
5788,1_20161010_0214,positive,19936,4999,19866,5078
5789,1_20161010_0214,positive,19383,5302,19313,5381
5790,1_20161010_0214,positive,19736,6312,19666,6391
5791,1_20161010_0214,positive,20436,6753,20366,6832
5792,1_20161010_0214,positive,20280,8147,20210,8226
5793,1_20161010_0214,positive,19550,8988,19480,9067
5794,1_20161010_0214,positive,19890,9253,19820,9332
5795,1_20161010_0214,positive,20053,9255,19983,9334
5796,1_20161010_0214,positive,18962,9354,18892,9433
5797,1_20161010_0214,positive,18335,9432,18265,9511
5798,1_20161010_0214,positive,18011,10769,17941,10848
5799,1_20161010_0214,positive,17621,10633,17551,10712
5800,1_20161010_0214,positive,17523,15408,17453,15482
5801,1_20161010_0214,positive,17628,15633,17558,15707
5802,1_20161010_0214,positive,17722,15654,17652,15728
5803,1_20161010_0214,positive,17247,15770,17177,15844
5804,1_20161010_0214,positive,16883,15728,16813,15802
5805,1_20161010_0214,positive,17046,15655,16976,15729
5806,1_20161010_0214,positive,16977,15585,16907,15659
5807,1_20161010_0214,positive,17979,15583,17909,15657
5808,1_20161010_0214,positive,18227,15646,18157,15720
5809,1_20161010_0214,positive,18232,15497,18162,15571
5810,1_20161010_0214,positive,17992,15782,17922,15856
5811,1_20161010_0214,positive,17478,15940,17408,16014
5812,1_20161010_0214,positive,17752,16234,17682,16308
5813,1_20161010_0214,positive,17602,16272,17532,16346
5814,1_20161010_0214,positive,18662,16643,18592,16717
5815,1_20161010_0214,positive,18703,16846,18633,16920
5816,1_20161010_0214,positive,18945,16646,18875,16720
5817,1_20161010_0214,positive,19742,16870,19672,16944
5818,1_20161010_0214,positive,20199,16559,20129,16633
5819,1_20161010_0214,positive,20543,16787,20473,16861
5820,1_20161010_0214,positive,20786,16879,20716,16953
5821,1_20161010_0214,positive,21075,16597,21005,16671
5822,1_20161010_0214,positive,21055,17319,20985,17393
5823,1_20161010_0214,positive,20998,17565,20928,17639
5824,1_20161010_0214,positive,21592,17438,21522,17512
5825,1_20161010_0214,positive,20885,18099,20815,18173
5826,1_20161010_0214,positive,21854,18170,21784,18244
5827,1_20161010_0214,positive,21918,17663,21848,17737
5828,1_20161010_0214,positive,21805,17584,21735,17658
5829,1_20161010_0214,positive,21975,17886,21905,17960
5830,1_20161010_0214,positive,21893,17726,21823,17800
5831,1_20161010_0214,positive,22411,18296,22341,18370
5832,1_20161010_0214,positive,22721,18096,22651,18170
5833,1_20161010_0214,positive,23219,18176,23149,18250
5834,1_20161010_0214,positive,23078,18163,23008,18237
5835,1_20161010_0214,positive,23961,18005,23891,18079
5836,1_20161010_0214,positive,24065,18404,23995,18478
5837,1_20161010_0214,positive,24410,17890,24340,17964
5838,1_20161010_0214,positive,23977,17568,23907,17642
5839,1_20161010_0214,positive,24064,18099,23994,18173
5840,1_20161010_0214,positive,24425,18375,24355,18449
5841,1_20161010_0214,positive,25046,17276,24976,17350
5842,1_20161010_0214,positive,25214,16437,25144,16511
5843,1_20161010_0214,positive,24819,16422,24749,16496
5844,1_20161010_0214,positive,24681,16376,24611,16450
5845,1_20161010_0214,positive,24909,16130,24839,16204
5846,1_20161010_0214,positive,25142,16157,25072,16231
5847,1_20161010_0214,positive,25249,16167,25179,16241
